natural_text,bayan_code,logic_explanation,lang,entities,actions,states,split,id
محمد في المدرسة يقوم بفعل 'مواساة' مع أحمد,محمد.مواساة(أحمد); أحمد.حزن -= 0.3,المواساة تقلل الحزن,ar,"[""محمد"", ""أحمد""]","[""مواساة""]","[""حزن""]",train,ex301
Layla at the market performs 'apologize' with Sarah,Layla.apologize(Sarah); Sarah.anger -= 0.2; Sarah.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Layla"", ""Sarah""]","[""apologize""]","[""anger"", ""trust""]",train,ex302
في المستشفى: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",train,ex303
at the hospital: push on Water,Water.push(); Water.speed += 0.2; Water.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Water""]","[""push""]","[""speed"", ""energy""]",train,ex304
يوسف في الحديقة يقوم بفعل 'تقديم_وجبة' مع علي,يوسف.تقديم_وجبة(علي); علي.جوع -= 0.4; علي.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""يوسف"", ""علي""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",train,ex305
at home: cool on Ball,Ball.cool(); Ball.temperature -= 0.3,Cooling lowers temperature,en,"[""Ball""]","[""cool""]","[""temperature""]",train,ex306
ليلى في المدرسة يقوم بفعل 'اعتذار' مع علي,ليلى.اعتذار(علي); علي.غضب -= 0.2; علي.ثقة += 0.1,الاعتذار يقلل الغضب ويزيد الثقة قليلًا,ar,"[""ليلى"", ""علي""]","[""اعتذار""]","[""غضب"", ""ثقة""]",train,ex307
at the hospital: accelerate on Box,Box.accelerate(); Box.speed += 0.25,Acceleration raises speed,en,"[""Box""]","[""accelerate""]","[""speed""]",train,ex308
فاطمة في الحديقة يقوم بفعل 'تهنئة' مع أحمد,فاطمة.تهنئة(أحمد); أحمد.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""فاطمة"", ""أحمد""]","[""تهنئة""]","[""سعادة""]",train,ex309
at home: heat on Car,Car.heat(); Car.temperature += 0.3; Car.energy -= 0.05,Heating raises temperature,en,"[""Car""]","[""heat""]","[""temperature"", ""energy""]",train,ex310
في المدرسة: دفع على كرة_معدنية,كرة_معدنية.دفع(); كرة_معدنية.سرعة += 0.2; كرة_معدنية.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""كرة_معدنية""]","[""دفع""]","[""سرعة"", ""طاقة""]",train,ex311
Noor in the park performs 'advise' with Youssef,Noor.advise(Youssef); Youssef.focus += 0.2,Advice to stay calm improves focus,en,"[""Noor"", ""Youssef""]","[""advise""]","[""focus""]",train,ex312
محمد في البيت يقوم بفعل 'تهنئة' مع نور,محمد.تهنئة(نور); نور.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""محمد"", ""نور""]","[""تهنئة""]","[""سعادة""]",train,ex313
at the market: push on Ball,Ball.push(); Ball.speed += 0.2; Ball.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Ball""]","[""push""]","[""speed"", ""energy""]",train,ex314
في المستشفى: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",train,ex315
at the hospital: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex316
في الحديقة: تسريع على ماء,ماء.تسريع(); ماء.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""ماء""]","[""تسريع""]","[""سرعة""]",train,ex317
Fatimah at the market performs 'congratulate' with Ali,Fatimah.congratulate(Ali); Ali.happiness += 0.2,Congratulations increase happiness,en,"[""Fatimah"", ""Ali""]","[""congratulate""]","[""happiness""]",train,ex318
يوسف في البيت يقوم بفعل 'تشجيع' مع علي,يوسف.تشجيع(علي); علي.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""يوسف"", ""علي""]","[""تشجيع""]","[""ثقة""]",train,ex319
at home: accelerate on Car,Car.accelerate(); Car.speed += 0.25,Acceleration raises speed,en,"[""Car""]","[""accelerate""]","[""speed""]",train,ex320
محمد في الحديقة يقوم بفعل 'تهنئة' مع فاطمة,محمد.تهنئة(فاطمة); فاطمة.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""محمد"", ""فاطمة""]","[""تهنئة""]","[""سعادة""]",train,ex321
at home: pull on Car,Car.pull(); Car.speed += 0.1; Car.energy -= 0.05,Pulling changes speed and may reduce energy,en,"[""Car""]","[""pull""]","[""speed"", ""energy""]",train,ex322
في المستشفى: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex323
Youssef at home performs 'advise' with Layla,Youssef.advise(Layla); Layla.focus += 0.2,Advice to stay calm improves focus,en,"[""Youssef"", ""Layla""]","[""advise""]","[""focus""]",train,ex324
في الحديقة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex325
Mohammed at the market performs 'advise' with Layla,Mohammed.advise(Layla); Layla.focus += 0.2,Advice to stay calm improves focus,en,"[""Mohammed"", ""Layla""]","[""advise""]","[""focus""]",train,ex326
في السوق: تسخين على كرة_معدنية,كرة_معدنية.تسخين(); كرة_معدنية.حرارة += 0.3; كرة_معدنية.طاقة -= 0.05,التسخين يرفع الحرارة,ar,"[""كرة_معدنية""]","[""تسخين""]","[""حرارة"", ""طاقة""]",train,ex327
in the park: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex328
في المدرسة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex329
at school: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex330
في المدرسة: تبريد على كرة,كرة.تبريد(); كرة.حرارة -= 0.3,التبريد يخفض الحرارة,ar,"[""كرة""]","[""تبريد""]","[""حرارة""]",train,ex331
in the park: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",train,ex332
في المستشفى: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex333
Ali at work performs 'apologize' with Ahmed,Ali.apologize(Ahmed); Ahmed.anger -= 0.2; Ahmed.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Ali"", ""Ahmed""]","[""apologize""]","[""anger"", ""trust""]",train,ex334
علي في المدرسة يقوم بفعل 'تهنئة' مع ليلى,علي.تهنئة(ليلى); ليلى.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""علي"", ""ليلى""]","[""تهنئة""]","[""سعادة""]",train,ex335
in the park: heat on Box,Box.heat(); Box.temperature += 0.3; Box.energy -= 0.05,Heating raises temperature,en,"[""Box""]","[""heat""]","[""temperature"", ""energy""]",train,ex336
يوسف في العمل يقوم بفعل 'تشجيع' مع أحمد,يوسف.تشجيع(أحمد); أحمد.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""يوسف"", ""أحمد""]","[""تشجيع""]","[""ثقة""]",train,ex337
at school: heat on Water,Water.heat(); Water.temperature += 0.3; Water.energy -= 0.05,Heating raises temperature,en,"[""Water""]","[""heat""]","[""temperature"", ""energy""]",train,ex338
في المستشفى: تسريع على سيارة,سيارة.تسريع(); سيارة.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""سيارة""]","[""تسريع""]","[""سرعة""]",train,ex339
in the park: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex340
نور في السوق يقوم بفعل 'تقديم_وجبة' مع سارة,نور.تقديم_وجبة(سارة); سارة.جوع -= 0.4; سارة.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""نور"", ""سارة""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",train,ex341
Ali at the market performs 'serve_meal' with Layla,Ali.serve_meal(Layla); Layla.hunger -= 0.4; Layla.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Ali"", ""Layla""]","[""serve_meal""]","[""hunger"", ""gratitude""]",train,ex342
فاطمة في العمل يقوم بفعل 'نصح' مع سارة,فاطمة.نصح(سارة); سارة.تركيز += 0.2,النصح بالهدوء يحسن التركيز,ar,"[""فاطمة"", ""سارة""]","[""نصح""]","[""تركيز""]",train,ex343
in the park: accelerate on Car,Car.accelerate(); Car.speed += 0.25,Acceleration raises speed,en,"[""Car""]","[""accelerate""]","[""speed""]",train,ex344
في العمل: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",train,ex345
at work: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex346
في الحديقة: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",train,ex347
Maryam at the market performs 'comfort' with Ahmed,Maryam.comfort(Ahmed); Ahmed.sadness -= 0.3,Comforting reduces sadness,en,"[""Maryam"", ""Ahmed""]","[""comfort""]","[""sadness""]",train,ex348
مريم في المدرسة يقوم بفعل 'تشجيع' مع ليلى,مريم.تشجيع(ليلى); ليلى.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""مريم"", ""ليلى""]","[""تشجيع""]","[""ثقة""]",train,ex349
Khaled in the park performs 'apologize' with Fatimah,Khaled.apologize(Fatimah); Fatimah.anger -= 0.2; Fatimah.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Khaled"", ""Fatimah""]","[""apologize""]","[""anger"", ""trust""]",train,ex350
يوسف في الحديقة يقوم بفعل 'مواساة' مع محمد,يوسف.مواساة(محمد); محمد.حزن -= 0.3,المواساة تقلل الحزن,ar,"[""يوسف"", ""محمد""]","[""مواساة""]","[""حزن""]",train,ex351
at school: push on MetalBall,MetalBall.push(); MetalBall.speed += 0.2; MetalBall.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""MetalBall""]","[""push""]","[""speed"", ""energy""]",train,ex352
في المستشفى: تسريع على كرة_معدنية,كرة_معدنية.تسريع(); كرة_معدنية.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""كرة_معدنية""]","[""تسريع""]","[""سرعة""]",train,ex353
Youssef at the market performs 'advise' with Fatimah,Youssef.advise(Fatimah); Fatimah.focus += 0.2,Advice to stay calm improves focus,en,"[""Youssef"", ""Fatimah""]","[""advise""]","[""focus""]",train,ex354
في السوق: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",train,ex355
in the park: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",train,ex356
في العمل: تسريع على ماء,ماء.تسريع(); ماء.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""ماء""]","[""تسريع""]","[""سرعة""]",train,ex357
at the hospital: push on Ball,Ball.push(); Ball.speed += 0.2; Ball.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Ball""]","[""push""]","[""speed"", ""energy""]",train,ex358
في المدرسة: تسريع على جسم,جسم.تسريع(); جسم.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""جسم""]","[""تسريع""]","[""سرعة""]",train,ex359
at the market: push on MetalBall,MetalBall.push(); MetalBall.speed += 0.2; MetalBall.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""MetalBall""]","[""push""]","[""speed"", ""energy""]",train,ex360
نور في العمل يقوم بفعل 'نصح' مع يوسف,نور.نصح(يوسف); يوسف.تركيز += 0.2,النصح بالهدوء يحسن التركيز,ar,"[""نور"", ""يوسف""]","[""نصح""]","[""تركيز""]",train,ex361
at the market: cool on Box,Box.cool(); Box.temperature -= 0.3,Cooling lowers temperature,en,"[""Box""]","[""cool""]","[""temperature""]",train,ex362
في العمل: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",train,ex363
Mohammed at school performs 'advise' with Layla,Mohammed.advise(Layla); Layla.focus += 0.2,Advice to stay calm improves focus,en,"[""Mohammed"", ""Layla""]","[""advise""]","[""focus""]",train,ex364
في الحديقة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex365
at work: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",train,ex366
نور في السوق يقوم بفعل 'تهنئة' مع علي,نور.تهنئة(علي); علي.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""نور"", ""علي""]","[""تهنئة""]","[""سعادة""]",train,ex367
at home: pull on Ball,Ball.pull(); Ball.speed += 0.1; Ball.energy -= 0.05,Pulling changes speed and may reduce energy,en,"[""Ball""]","[""pull""]","[""speed"", ""energy""]",train,ex368
في المدرسة: دفع على سيارة,سيارة.دفع(); سيارة.سرعة += 0.2; سيارة.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""سيارة""]","[""دفع""]","[""سرعة"", ""طاقة""]",train,ex369
at the hospital: heat on Object,Object.heat(); Object.temperature += 0.3; Object.energy -= 0.05,Heating raises temperature,en,"[""Object""]","[""heat""]","[""temperature"", ""energy""]",train,ex370
في السوق: تسخين على جسم,جسم.تسخين(); جسم.حرارة += 0.3; جسم.طاقة -= 0.05,التسخين يرفع الحرارة,ar,"[""جسم""]","[""تسخين""]","[""حرارة"", ""طاقة""]",train,ex371
at school: push on Water,Water.push(); Water.speed += 0.2; Water.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Water""]","[""push""]","[""speed"", ""energy""]",train,ex372
في الحديقة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex373
at the hospital: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",train,ex374
في البيت: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",train,ex375
at work: pull on Car,Car.pull(); Car.speed += 0.1; Car.energy -= 0.05,Pulling changes speed and may reduce energy,en,"[""Car""]","[""pull""]","[""speed"", ""energy""]",train,ex376
علي في البيت يقوم بفعل 'تقديم_وجبة' مع ليلى,علي.تقديم_وجبة(ليلى); ليلى.جوع -= 0.4; ليلى.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""علي"", ""ليلى""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",train,ex377
Ahmed at home performs 'serve_meal' with Youssef,Ahmed.serve_meal(Youssef); Youssef.hunger -= 0.4; Youssef.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Ahmed"", ""Youssef""]","[""serve_meal""]","[""hunger"", ""gratitude""]",train,ex378
محمد في البيت يقوم بفعل 'اعتذار' مع ليلى,محمد.اعتذار(ليلى); ليلى.غضب -= 0.2; ليلى.ثقة += 0.1,الاعتذار يقلل الغضب ويزيد الثقة قليلًا,ar,"[""محمد"", ""ليلى""]","[""اعتذار""]","[""غضب"", ""ثقة""]",train,ex379
in the park: cool on Car,Car.cool(); Car.temperature -= 0.3,Cooling lowers temperature,en,"[""Car""]","[""cool""]","[""temperature""]",train,ex380
يوسف في البيت يقوم بفعل 'تقديم_وجبة' مع مريم,يوسف.تقديم_وجبة(مريم); مريم.جوع -= 0.4; مريم.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""يوسف"", ""مريم""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",train,ex381
at the market: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex382
خالد في السوق يقوم بفعل 'تهنئة' مع نور,خالد.تهنئة(نور); نور.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""خالد"", ""نور""]","[""تهنئة""]","[""سعادة""]",train,ex383
Mohammed at the hospital performs 'serve_meal' with Youssef,Mohammed.serve_meal(Youssef); Youssef.hunger -= 0.4; Youssef.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Mohammed"", ""Youssef""]","[""serve_meal""]","[""hunger"", ""gratitude""]",train,ex384
يوسف في المدرسة يقوم بفعل 'اعتذار' مع فاطمة,يوسف.اعتذار(فاطمة); فاطمة.غضب -= 0.2; فاطمة.ثقة += 0.1,الاعتذار يقلل الغضب ويزيد الثقة قليلًا,ar,"[""يوسف"", ""فاطمة""]","[""اعتذار""]","[""غضب"", ""ثقة""]",train,ex385
at the market: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",train,ex386
في السوق: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",train,ex387
at the hospital: heat on Object,Object.heat(); Object.temperature += 0.3; Object.energy -= 0.05,Heating raises temperature,en,"[""Object""]","[""heat""]","[""temperature"", ""energy""]",train,ex388
في العمل: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",train,ex389
at school: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",train,ex390
علي في السوق يقوم بفعل 'مواساة' مع فاطمة,علي.مواساة(فاطمة); فاطمة.حزن -= 0.3,المواساة تقلل الحزن,ar,"[""علي"", ""فاطمة""]","[""مواساة""]","[""حزن""]",train,ex391
in the park: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",train,ex392
في المستشفى: سحب على كرة_معدنية,كرة_معدنية.سحب(); كرة_معدنية.سرعة += 0.1; كرة_معدنية.طاقة -= 0.05,السحب يغير السرعة وقد يقلل الطاقة,ar,"[""كرة_معدنية""]","[""سحب""]","[""سرعة"", ""طاقة""]",train,ex393
at the hospital: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex394
في المستشفى: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex395
at work: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex396
في المستشفى: دفع على جسم,جسم.دفع(); جسم.سرعة += 0.2; جسم.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""جسم""]","[""دفع""]","[""سرعة"", ""طاقة""]",train,ex397
Noor at work performs 'apologize' with Fatimah,Noor.apologize(Fatimah); Fatimah.anger -= 0.2; Fatimah.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Noor"", ""Fatimah""]","[""apologize""]","[""anger"", ""trust""]",train,ex398
في الحديقة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex399
at the market: accelerate on Car,Car.accelerate(); Car.speed += 0.25,Acceleration raises speed,en,"[""Car""]","[""accelerate""]","[""speed""]",train,ex400
